Media ,School,City,State
The Blue and Gold,South Shore PK-8,Seattle,Washington
The Sentinel Sound,Steilacoom High School,Steilacoom,Washington
Tahoma News,Tahoma High School,Kent,Washington
Titan Tribune,Union High School,Camas,Washington
The Wa-Hi Journal,Walla Walla High School,Walla Walla,Washington
The Apple Leaf,Wenatchee High School,Wenatchee,Washington
The Chinook,West Seattle High School,Seattle,Washington
Eye of The Tiger ,Elkins High School,Elkins,West Virginia
The Spartan Shield,Greenbrier East High School,Lewisburg,West Virginia
Cavtalk,Greenbrier West High School,Charmco,West Virginia
The Blue & Grey,Lewis County High Schol,Weston,West Virginia
The Ciderpress,Musselman High School,Inwood,West Virginia
The Journal,Parkersburg High School,Parkersburg,West Virginia
Continental Clarion,Parkersburg South High School,Parkersburg,West Virginia
Point Pleasant Live,Point Pleasant High School - WV,Point Pleasant,West Virginia
The Argus,St. Marys High School,St. Marys,West Virginia
Weir Student Media,Weir High School,Weirton,West Virginia
The Park Press ,Wheeling Park High School,Wheeling,West Virginia
The Eagle Dispatch,Woodrow Wilson High School,Beckley,West Virginia
The Talon,Amherst High School,Amherst,Wisconsin
Noctiluca,Appleton North High School,Appleton,Wisconsin
The Arrowhead,Arrowhead High School,Hartland,Wisconsin
Portside,Bay Port High School,Green Bay,Wisconsin
The Red 'n' Green,Berlin High School,Berlin,Wisconsin
BRFHS Paw Print,Black River Falls High School,Black River Falls,Wisconsin
Knightwatch,Brookfield Academy,Brookfield,Wisconsin
Brookfield Central Tyro,Brookfield Central High School,Brookfield,Wisconsin
The Spartan Banner,Brookfield East High School,Brookfield,Wisconsin
Common Sense,Cedarburg High School,Cedarburg,Wisconsin
Crimson Aviator,De Pere High School,De Pere,Wisconsin
The Word,Divine Savior Holy Angels High School,Milwaukee,Wisconsin
The Jet,Everest High School,Weston,Wisconsin
Cardinal Media,Fond du Lac High School,Fond du Lac,Wisconsin
Pioneer Outlook,Greendale High School,Greendale,Wisconsin
WANAKI The Eye of the Hurricane,Hayward High School,Hayward,Wisconsin
The Highlander Online,Homestead High School,Mequon,Wisconsin
The Blaze,Indian Trail Academy,Kenosha,Wisconsin
The Criterion,Joseph A. Craig High School,Janesville,Wisconsin
The Devil’s Advocate,Lodi High School,Lodi,Wisconsin
Tower Media,Madison East High School,Madison,Wisconsin
The Cardinal Chronicle,Middleton High School,Middleton,Wisconsin
Pointer Media,Mineral Point High School,Mineral Point,Wisconsin
Warriors' Word ,Muskegon Norway High School,Muskego,Wisconsin
Satellite,Neenah High School,Neenah,Wisconsin
The Norse Code,New Berlin West,New Berlin,Wisconsin
The Tritonian,Notre Dame Academy,Green Bay,Wisconsin
The North Star,Oshkosh North High School,Oshkosh,Wisconsin
The PoDS Press,Point of Discovery School,Stevens Point,Wisconsin
the Pioneer Chips,Sevastopol High School,Sturgeon Bay,Wisconsin
Lake Breeze,Sheboygan South High School,Sheboygan,Wisconsin
Ripples,Shorewood High School,Shorewood,Wisconsin
Student News,St. Robert School,Shorewood,Wisconsin
The Mirror,Stevens Point Area Senior High,Stevens Point,Wisconsin
The Norse Star,Stoughton High School,Stoughton ,Wisconsin
Spartan Spin,Superior High School,Superior,Wisconsin
Sword & Shield,Vel Phillips Memorial,Madison,Wisconsin
The Beacon,Washington Park High School,Racine,Wisconsin
West Side Stories,Wauwatosa West High School,Wauwatosa,Wisconsin
Panther Prowler,West Salem High School,West Salem,Wisconsin
The Tower Times,Whitefish Bay High School,Whitefish Bay,Wisconsin
The Lariat,Cheyenne Central High School,Cheyenne,Wyoming
Thunderbolt,Cheyenne East High School,Cheyenne,Wyoming
Kelly Kall,Kelly Walsh High School,Casper,Wyoming
The Gusher,Natrona County High School,Casper,Wyoming
The Prowl,Powell High School,Powell,Wyoming
The Ocksheperida,Sheridan High School,Sheridan,Wyoming
Mountain Star,Star Valley High School,Afton,Wyoming
Spartan Mirror,Triumph High School,Cheyenne,Wyoming
